filing_date,component,url,ownerOrg,name,cik
2025-03-27,satellite_domestic,https://www.sec.gov/Archives/edgar/data/1817004/000164117225000939/form10-k.htm#:~:text=satellite%20constellation&text=satellite%20network&text=earth%20observation%20satellite&text=communication%20satellite&text=satellite%20imagery&text=satellite%20manufacturing&text=low%20earth%20orbit&text=LEO%20satellite&text=geostationary%20orbit&text=GEO%20satellite&text=medium%20earth%20orbit&text=satellite%20deployment,Trade & Services,"NEXTNRG, INC.",1817004
2025-03-25,exploration_domestic,https://www.sec.gov/Archives/edgar/data/1844452/000184445225000023/lunr-20241231.htm#:~:text=lunar%20mission&text=lunar%20lander&text=moon%20landing&text=artemis%20program&text=mars%20mission&text=deep%20space&text=planetary%20exploration&text=space%20probe&text=rover%20mission&text=asteroid%20mining&text=planetary%20science&text=space%20telescope&text=space%20research,Manufacturing,"Intuitive Machines, Inc.",1844452
2025-03-26,exploration_domestic,https://www.sec.gov/Archives/edgar/data/1836833/000183683325000050/pl-20250131.htm#:~:text=lunar%20mission&text=lunar%20lander&text=moon%20landing&text=artemis%20program&text=mars%20mission&text=deep%20space&text=planetary%20exploration&text=space%20probe&text=rover%20mission&text=asteroid%20mining&text=planetary%20science&text=space%20telescope&text=space%20research,Manufacturing,Planet Labs PBC,1836833
2025-03-25,commercial_domestic,https://www.sec.gov/Archives/edgar/data/1844452/000184445225000023/lunr-20241231.htm#:~:text=space%20tourism&text=commercial%20spaceflight&text=space%20hotel&text=orbital%20tourism&text=suborbital%20flight&text=in-orbit%20servicing&text=space%20debris%20removal&text=in-space%20manufacturing&text=space%20logistics&text=space%20infrastructure,Manufacturing,"Intuitive Machines, Inc.",1844452
2025-03-20,commercial_domestic,https://www.sec.gov/Archives/edgar/data/1753539/000175353925000030/bksy-20241231.htm#:~:text=space%20tourism&text=commercial%20spaceflight&text=space%20hotel&text=orbital%20tourism&text=suborbital%20flight&text=in-orbit%20servicing&text=space%20debris%20removal&text=in-space%20manufacturing&text=space%20logistics&text=space%20infrastructure,Manufacturing,BlackSky Technology Inc.,1753539
2025-03-27,launch_international,https://www.sec.gov/Archives/edgar/data/1845840/000101376225002971/ea0229780-01.htm#:~:text=launch%20vehicle&text=launch%20services&text=orbital%20launch&text=satellite%20launch&text=rocket%20launch&text=spacecraft%20launch&text=launch%20facility&text=launch%20pad&text=reusable%20rocket&text=vertical%20landing&text=propulsion%20system&text=liquid%20propellant&text=solid%20rocket%20booster,Technology,Telesat Corp,1845840
2025-03-20,launch_international,https://www.sec.gov/Archives/edgar/data/1857190/000141057825000398/nyxh-20241231x20f.htm#:~:text=launch%20vehicle&text=launch%20services&text=orbital%20launch&text=satellite%20launch&text=rocket%20launch&text=spacecraft%20launch&text=launch%20facility&text=launch%20pad&text=reusable%20rocket&text=vertical%20landing&text=propulsion%20system&text=liquid%20propellant&text=solid%20rocket%20booster,Industrial Applications and Services,Nyxoah SA,1857190
2025-03-21,launch_international,https://www.sec.gov/Archives/edgar/data/1448397/000114036125009905/ef20039029_ex4-39.htm#:~:text=launch%20vehicle&text=launch%20services&text=orbital%20launch&text=satellite%20launch&text=rocket%20launch&text=spacecraft%20launch&text=launch%20facility&text=launch%20pad&text=reusable%20rocket&text=vertical%20landing&text=propulsion%20system&text=liquid%20propellant&text=solid%20rocket%20booster,Energy & Transportation,Seanergy Maritime Holdings Corp.,1448397
2025-03-25,launch_international,https://www.sec.gov/Archives/edgar/data/1978867/000110465925027667/cdlr-20241231xex4d3.htm#:~:text=launch%20vehicle&text=launch%20services&text=orbital%20launch&text=satellite%20launch&text=rocket%20launch&text=spacecraft%20launch&text=launch%20facility&text=launch%20pad&text=reusable%20rocket&text=vertical%20landing&text=propulsion%20system&text=liquid%20propellant&text=solid%20rocket%20booster,Energy & Transportation,Cadeler A/S,1978867
2025-03-27,satellite_international,https://www.sec.gov/Archives/edgar/data/897322/000117891325001071/zk2532800.htm#:~:text=satellite%20constellation&text=satellite%20network&text=earth%20observation%20satellite&text=communication%20satellite&text=satellite%20imagery&text=satellite%20manufacturing&text=low%20earth%20orbit&text=LEO%20satellite&text=geostationary%20orbit&text=GEO%20satellite&text=medium%20earth%20orbit&text=satellite%20deployment,Manufacturing,GILAT SATELLITE NETWORKS LTD,897322
2025-03-27,satellite_international,https://www.sec.gov/Archives/edgar/data/1845840/000101376225002971/ea0229780-01.htm#:~:text=satellite%20constellation&text=satellite%20network&text=earth%20observation%20satellite&text=communication%20satellite&text=satellite%20imagery&text=satellite%20manufacturing&text=low%20earth%20orbit&text=LEO%20satellite&text=geostationary%20orbit&text=GEO%20satellite&text=medium%20earth%20orbit&text=satellite%20deployment,Technology,Telesat Corp,1845840
2025-03-27,satellite_international,https://www.sec.gov/Archives/edgar/data/1172724/000117272425000010/a964-technicalreportsummar.htm#:~:text=satellite%20constellation&text=satellite%20network&text=earth%20observation%20satellite&text=communication%20satellite&text=satellite%20imagery&text=satellite%20manufacturing&text=low%20earth%20orbit&text=LEO%20satellite&text=geostationary%20orbit&text=GEO%20satellite&text=medium%20earth%20orbit&text=satellite%20deployment,Energy & Transportation,GOLD FIELDS LTD,1172724
2025-03-26,satellite_international,https://www.sec.gov/Archives/edgar/data/1450123/000101376225002376/ea0234555-20f_jbssa.htm#:~:text=satellite%20constellation&text=satellite%20network&text=earth%20observation%20satellite&text=communication%20satellite&text=satellite%20imagery&text=satellite%20manufacturing&text=low%20earth%20orbit&text=LEO%20satellite&text=geostationary%20orbit&text=GEO%20satellite&text=medium%20earth%20orbit&text=satellite%20deployment,Manufacturing,JBS S.A.,1450123
2025-03-25,satellite_international,https://www.sec.gov/Archives/edgar/data/1119769/000117891325000997/zk2532876.htm#:~:text=satellite%20constellation&text=satellite%20network&text=earth%20observation%20satellite&text=communication%20satellite&text=satellite%20imagery&text=satellite%20manufacturing&text=low%20earth%20orbit&text=LEO%20satellite&text=geostationary%20orbit&text=GEO%20satellite&text=medium%20earth%20orbit&text=satellite%20deployment,Manufacturing,CERAGON NETWORKS LTD,1119769
2025-03-26,satellite_international,https://www.sec.gov/Archives/edgar/data/890746/000141057825000472/vi-20241231x20f.htm#:~:text=satellite%20constellation&text=satellite%20network&text=earth%20observation%20satellite&text=communication%20satellite&text=satellite%20imagery&text=satellite%20manufacturing&text=low%20earth%20orbit&text=LEO%20satellite&text=geostationary%20orbit&text=GEO%20satellite&text=medium%20earth%20orbit&text=satellite%20deployment,Technology,VIDEOTRON LTEE,890746
2025-03-27,satellite_international,https://www.sec.gov/Archives/edgar/data/1775898/000101376225002946/ea0235073-20f_ucloud.htm#:~:text=satellite%20constellation&text=satellite%20network&text=earth%20observation%20satellite&text=communication%20satellite&text=satellite%20imagery&text=satellite%20manufacturing&text=low%20earth%20orbit&text=LEO%20satellite&text=geostationary%20orbit&text=GEO%20satellite&text=medium%20earth%20orbit&text=satellite%20deployment,Technology,uCloudlink Group Inc.,1775898
